Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas2050     Pavarde2050    5     	10    	5     	6     	10    	3     	2     	7     	8     	3     	1     	7     	10    	9     	6     	2     	
Vardas2051     Pavarde2051    8     	8     	2     	5     	1     	8     	6     	4     	5     	10    	4     	4     	7     	1     	1     	2     	
Vardas2052     Pavarde2052    2     	8     	6     	9     	2     	4     	3     	5     	4     	10    	6     	7     	8     	3     	7     	10    	
Vardas2053     Pavarde2053    8     	5     	8     	10    	7     	10    	9     	7     	6     	7     	5     	6     	3     	9     	3     	3     	
Vardas2054     Pavarde2054    8     	4     	6     	4     	1     	7     	8     	10    	6     	4     	2     	8     	1     	6     	6     	5     	
Vardas2055     Pavarde2055    8     	3     	10    	2     	1     	3     	9     	7     	6     	6     	9     	8     	8     	5     	1     	4     	
Vardas2056     Pavarde2056    6     	10    	4     	1     	10    	8     	7     	4     	10    	5     	1     	8     	3     	7     	6     	1     	
Vardas2057     Pavarde2057    2     	3     	5     	1     	6     	10    	10    	9     	8     	9     	2     	7     	5     	1     	1     	8     	
Vardas2058     Pavarde2058    6     	9     	10    	3     	1     	3     	7     	9     	9     	1     	6     	7     	2     	1     	3     	6     	
Vardas2059     Pavarde2059    10    	8     	1     	4     	3     	9     	4     	5     	10    	7     	3     	1     	3     	4     	9     	10    	
Vardas2060     Pavarde2060    3     	10    	10    	3     	1     	5     	3     	6     	1     	3     	9     	7     	5     	1     	6     	9     	
Vardas2061     Pavarde2061    6     	5     	10    	8     	7     	7     	4     	6     	3     	5     	8     	7     	6     	4     	4     	5     	
Vardas2062     Pavarde2062    4     	6     	7     	5     	2     	9     	6     	3     	8     	5     	9     	2     	1     	10    	4     	10    	
Vardas2063     Pavarde2063    9     	7     	7     	9     	10    	2     	3     	10    	9     	3     	9     	2     	2     	5     	1     	6     	
Vardas2064     Pavarde2064    9     	3     	10    	9     	9     	8     	10    	9     	8     	4     	1     	5     	4     	2     	8     	7     	
Vardas2065     Pavarde2065    9     	3     	6     	2     	2     	1     	4     	8     	5     	1     	6     	8     	7     	6     	10    	5     	
Vardas2066     Pavarde2066    5     	9     	6     	9     	1     	2     	3     	2     	8     	3     	9     	2     	6     	10    	4     	2     	
Vardas2067     Pavarde2067    2     	7     	2     	9     	4     	2     	10    	1     	1     	7     	10    	4     	4     	3     	7     	10    	
Vardas2068     Pavarde2068    8     	1     	5     	10    	7     	1     	3     	9     	7     	6     	9     	1     	4     	4     	3     	8     	
Vardas2069     Pavarde2069    7     	4     	4     	6     	9     	8     	8     	7     	8     	2     	7     	9     	3     	9     	10    	6     	
Vardas2070     Pavarde2070    1     	8     	7     	4     	2     	9     	2     	8     	7     	2     	3     	9     	10    	4     	9     	2     	
Vardas2071     Pavarde2071    7     	9     	7     	2     	8     	7     	3     	7     	9     	4     	10    	1     	2     	7     	1     	9     	
Vardas2072     Pavarde2072    10    	5     	7     	10    	2     	3     	2     	7     	7     	4     	10    	8     	8     	4     	10    	2     	
Vardas2073     Pavarde2073    1     	9     	6     	10    	4     	2     	3     	7     	9     	8     	2     	4     	5     	1     	7     	3     	
Vardas2074     Pavarde2074    10    	2     	10    	4     	8     	2     	8     	5     	9     	2     	5     	5     	5     	10    	2     	5     	
Vardas2075     Pavarde2075    7     	1     	9     	5     	10    	3     	6     	9     	9     	10    	9     	10    	2     	6     	4     	8     	
Vardas2076     Pavarde2076    2     	1     	10    	10    	6     	7     	5     	8     	9     	9     	1     	3     	9     	1     	7     	4     	
Vardas2077     Pavarde2077    6     	6     	2     	7     	10    	10    	10    	1     	8     	4     	9     	4     	10    	8     	4     	7     	
Vardas2078     Pavarde2078    9     	4     	5     	2     	2     	2     	1     	8     	7     	9     	9     	3     	2     	8     	3     	3     	
Vardas2079     Pavarde2079    2     	2     	1     	10    	7     	2     	5     	9     	5     	8     	4     	3     	4     	3     	7     	9     	
Vardas2080     Pavarde2080    8     	4     	8     	6     	6     	3     	5     	10    	9     	8     	1     	4     	1     	4     	10    	9     	
Vardas2081     Pavarde2081    8     	6     	5     	10    	10    	4     	7     	5     	10    	1     	2     	8     	4     	2     	6     	8     	
Vardas2082     Pavarde2082    1     	7     	2     	6     	2     	2     	4     	7     	6     	8     	7     	6     	2     	1     	8     	9     	
Vardas2083     Pavarde2083    4     	7     	4     	4     	6     	6     	7     	1     	7     	10    	4     	8     	8     	2     	9     	8     	
Vardas2084     Pavarde2084    3     	7     	10    	7     	5     	3     	5     	2     	7     	2     	3     	3     	2     	8     	3     	2     	
Vardas2085     Pavarde2085    2     	5     	7     	2     	1     	4     	7     	6     	6     	6     	4     	2     	10    	2     	3     	3     	
Vardas2086     Pavarde2086    3     	10    	9     	9     	2     	2     	1     	1     	6     	7     	1     	6     	7     	10    	3     	8     	
Vardas2087     Pavarde2087    7     	6     	1     	7     	7     	7     	6     	10    	3     	10    	6     	3     	10    	2     	7     	5     	
Vardas2088     Pavarde2088    9     	4     	7     	9     	8     	6     	5     	3     	7     	7     	10    	10    	3     	8     	4     	4     	
Vardas2089     Pavarde2089    9     	4     	6     	3     	9     	3     	1     	10    	4     	7     	3     	10    	1     	2     	8     	4     	
Vardas2090     Pavarde2090    3     	8     	3     	7     	10    	9     	4     	1     	2     	6     	2     	2     	1     	7     	7     	1     	
Vardas2091     Pavarde2091    10    	3     	2     	10    	9     	2     	5     	8     	4     	9     	2     	5     	4     	6     	9     	4     	
Vardas2092     Pavarde2092    9     	3     	8     	7     	4     	4     	6     	4     	8     	9     	5     	4     	10    	5     	10    	5     	
Vardas2093     Pavarde2093    5     	8     	8     	1     	8     	3     	6     	6     	9     	1     	9     	3     	7     	7     	8     	10    	
Vardas2094     Pavarde2094    8     	2     	7     	9     	4     	9     	4     	10    	2     	5     	6     	6     	3     	2     	6     	6     	
Vardas2095     Pavarde2095    5     	10    	8     	7     	6     	5     	7     	10    	2     	5     	2     	6     	10    	8     	8     	4     	
Vardas2096     Pavarde2096    10    	9     	2     	9     	10    	1     	1     	4     	1     	1     	3     	10    	4     	10    	10    	3     	
Vardas2097     Pavarde2097    6     	8     	10    	2     	8     	1     	7     	3     	1     	7     	1     	3     	1     	6     	6     	9     	
Vardas2098     Pavarde2098    3     	3     	4     	5     	9     	10    	8     	9     	3     	7     	3     	7     	1     	2     	9     	10    	
Vardas2099     Pavarde2099    6     	8     	3     	2     	3     	10    	4     	1     	5     	3     	9     	8     	8     	10    	8     	6     	
Vardas2100     Pavarde2100    7     	5     	3     	1     	4     	1     	7     	5     	4     	4     	1     	7     	7     	7     	10    	9     	
Vardas2101     Pavarde2101    7     	2     	5     	4     	5     	8     	9     	1     	7     	5     	9     	10    	1     	1     	2     	2     	
Vardas2102     Pavarde2102    10    	10    	10    	9     	8     	1     	7     	9     	7     	1     	2     	6     	9     	9     	10    	2     	
Vardas2103     Pavarde2103    10    	4     	7     	6     	9     	6     	1     	10    	6     	3     	1     	9     	3     	1     	10    	6     	
Vardas2104     Pavarde2104    10    	1     	8     	3     	7     	7     	2     	6     	5     	8     	5     	9     	5     	4     	5     	9     	
Vardas2105     Pavarde2105    3     	4     	6     	2     	3     	6     	3     	8     	7     	7     	6     	10    	10    	1     	10    	8     	
Vardas2106     Pavarde2106    3     	4     	9     	7     	5     	3     	10    	3     	2     	10    	10    	3     	6     	3     	2     	10    	
Vardas2107     Pavarde2107    3     	8     	10    	7     	1     	10    	9     	2     	1     	6     	5     	7     	2     	8     	9     	9     	
Vardas2108     Pavarde2108    4     	6     	10    	4     	4     	4     	2     	1     	4     	7     	8     	4     	3     	3     	2     	9     	
Vardas2109     Pavarde2109    10    	5     	6     	3     	3     	6     	3     	10    	3     	5     	2     	1     	7     	3     	5     	5     	
Vardas2110     Pavarde2110    10    	6     	2     	4     	5     	3     	1     	3     	7     	4     	10    	9     	4     	9     	7     	6     	
Vardas2111     Pavarde2111    4     	7     	3     	4     	4     	5     	9     	2     	4     	3     	2     	2     	8     	3     	7     	10    	
Vardas2112     Pavarde2112    3     	2     	7     	5     	4     	7     	10    	1     	3     	2     	5     	10    	5     	1     	8     	1     	
Vardas2113     Pavarde2113    4     	10    	4     	2     	2     	4     	1     	1     	9     	9     	5     	2     	9     	7     	7     	2     	
Vardas2114     Pavarde2114    2     	3     	6     	8     	9     	3     	5     	1     	3     	8     	10    	9     	10    	9     	1     	1     	
Vardas2115     Pavarde2115    6     	3     	10    	2     	4     	1     	5     	6     	10    	10    	9     	8     	9     	7     	2     	8     	
Vardas2116     Pavarde2116    2     	10    	9     	1     	4     	8     	7     	9     	9     	7     	8     	7     	9     	2     	3     	4     	
Vardas2117     Pavarde2117    6     	4     	1     	7     	1     	9     	9     	10    	5     	1     	5     	9     	7     	7     	8     	10    	
Vardas2118     Pavarde2118    3     	4     	4     	3     	2     	9     	5     	8     	3     	10    	3     	2     	8     	5     	3     	5     	
Vardas2119     Pavarde2119    7     	10    	4     	9     	8     	1     	4     	6     	10    	4     	8     	4     	9     	1     	6     	10    	
Vardas2120     Pavarde2120    10    	9     	8     	10    	8     	6     	4     	9     	8     	9     	7     	8     	6     	3     	9     	6     	
Vardas2121     Pavarde2121    10    	1     	8     	6     	1     	3     	6     	10    	10    	6     	4     	7     	5     	3     	7     	7     	
Vardas2122     Pavarde2122    8     	7     	2     	4     	10    	5     	9     	6     	1     	4     	7     	7     	7     	5     	9     	3     	
Vardas2123     Pavarde2123    9     	7     	3     	8     	3     	6     	4     	2     	10    	8     	4     	7     	1     	2     	10    	10    	
Vardas2124     Pavarde2124    6     	2     	5     	8     	4     	1     	9     	5     	1     	10    	1     	9     	9     	9     	3     	6     	
Vardas2125     Pavarde2125    4     	5     	6     	4     	10    	1     	10    	4     	7     	5     	6     	2     	9     	3     	8     	3     	
Vardas2126     Pavarde2126    8     	8     	3     	9     	2     	8     	10    	5     	4     	1     	8     	3     	5     	2     	6     	2     	
Vardas2127     Pavarde2127    6     	4     	5     	3     	5     	6     	7     	1     	1     	5     	8     	4     	8     	3     	7     	5     	
Vardas2128     Pavarde2128    3     	8     	4     	1     	2     	5     	8     	3     	9     	2     	9     	3     	10    	10    	4     	7     	
Vardas2129     Pavarde2129    4     	2     	2     	5     	4     	4     	7     	5     	2     	7     	2     	3     	7     	1     	5     	1     	
Vardas2130     Pavarde2130    7     	4     	8     	5     	6     	4     	2     	2     	10    	1     	7     	1     	1     	3     	9     	9     	
Vardas2131     Pavarde2131    10    	3     	3     	8     	7     	3     	7     	1     	7     	3     	6     	6     	8     	3     	3     	10    	
Vardas2132     Pavarde2132    2     	10    	10    	6     	5     	6     	1     	6     	1     	7     	3     	4     	6     	7     	3     	10    	
Vardas2133     Pavarde2133    5     	8     	3     	2     	2     	6     	7     	9     	3     	7     	6     	2     	6     	8     	3     	9     	
Vardas2134     Pavarde2134    2     	1     	3     	10    	10    	7     	4     	7     	10    	7     	3     	9     	2     	5     	7     	9     	
Vardas2135     Pavarde2135    2     	9     	7     	5     	5     	9     	7     	5     	10    	1     	8     	10    	2     	9     	1     	2     	
Vardas2136     Pavarde2136    3     	7     	3     	4     	8     	9     	7     	2     	2     	8     	2     	5     	4     	1     	8     	2     	
Vardas2137     Pavarde2137    7     	6     	8     	6     	6     	9     	1     	9     	6     	6     	9     	7     	10    	3     	9     	8     	
Vardas2138     Pavarde2138    7     	9     	4     	8     	4     	5     	4     	6     	3     	7     	2     	10    	7     	8     	3     	6     	
Vardas2139     Pavarde2139    2     	9     	4     	3     	2     	7     	5     	7     	7     	3     	9     	7     	6     	3     	9     	1     	
Vardas2140     Pavarde2140    7     	6     	8     	6     	4     	2     	10    	9     	7     	10    	10    	5     	6     	6     	7     	2     	
Vardas2141     Pavarde2141    8     	2     	6     	5     	1     	3     	10    	1     	6     	10    	6     	1     	8     	3     	6     	9     	
Vardas2142     Pavarde2142    2     	6     	2     	1     	9     	5     	1     	7     	1     	10    	5     	4     	9     	1     	2     	1     	
Vardas2143     Pavarde2143    4     	10    	5     	9     	9     	8     	1     	3     	8     	4     	3     	1     	9     	2     	4     	6     	
Vardas2144     Pavarde2144    2     	5     	1     	9     	1     	6     	9     	4     	5     	5     	1     	7     	8     	1     	3     	4     	
Vardas2145     Pavarde2145    6     	4     	4     	2     	6     	9     	3     	1     	8     	4     	7     	6     	5     	6     	6     	9     	
Vardas2146     Pavarde2146    4     	9     	5     	9     	1     	5     	8     	3     	5     	4     	8     	3     	8     	6     	9     	2     	
Vardas2147     Pavarde2147    4     	4     	3     	10    	8     	10    	1     	5     	1     	5     	1     	6     	10    	7     	3     	1     	
